Ride,Date/Time,Wait Time
Haunted Mansion,2021-08-02 09:50:05,13
Haunted Mansion,2021-08-02 09:55:05,13
Haunted Mansion,2021-08-02 10:00:05,25
Haunted Mansion,2021-08-02 10:05:06,25
Haunted Mansion,2021-08-02 10:10:03,25
Haunted Mansion,2021-08-02 10:15:05,25
Haunted Mansion,2021-08-02 10:20:04,35
Haunted Mansion,2021-08-02 10:25:04,35
Haunted Mansion,2021-08-02 10:30:04,35
Haunted Mansion,2021-08-02 10:35:04,40
Haunted Mansion,2021-08-02 10:40:04,60
Haunted Mansion,2021-08-02 10:45:03,70
Haunted Mansion,2021-08-02 10:50:04,45
Haunted Mansion,2021-08-02 10:55:05,25
Haunted Mansion,2021-08-02 11:00:04,25
Haunted Mansion,2021-08-02 11:05:05,25
Haunted Mansion,2021-08-02 11:10:05,25
Haunted Mansion,2021-08-02 11:15:04,25
Haunted Mansion,2021-08-02 11:20:04,25
Haunted Mansion,2021-08-02 11:25:05,35
Haunted Mansion,2021-08-02 11:30:05,45
Haunted Mansion,2021-08-02 11:35:04,45
Haunted Mansion,2021-08-02 11:55:05,45
Haunted Mansion,2021-08-02 12:00:05,45
Haunted Mansion,2021-08-02 12:05:05,20
Haunted Mansion,2021-08-02 12:10:03,20
Haunted Mansion,2021-08-02 12:15:04,20
Haunted Mansion,2021-08-02 12:20:04,30
Haunted Mansion,2021-08-02 12:25:05,30
Haunted Mansion,2021-08-02 12:30:04,45
Haunted Mansion,2021-08-02 12:35:04,45
Haunted Mansion,2021-08-02 12:40:04,45
Haunted Mansion,2021-08-02 12:45:04,50
Haunted Mansion,2021-08-02 12:50:04,40
Haunted Mansion,2021-08-02 12:55:04,30
Haunted Mansion,2021-08-02 13:00:05,30
Haunted Mansion,2021-08-02 13:05:05,30
Haunted Mansion,2021-08-02 13:10:03,20
Haunted Mansion,2021-08-02 13:20:04,20
Haunted Mansion,2021-08-02 13:25:05,20
Haunted Mansion,2021-08-02 13:30:04,20
Haunted Mansion,2021-08-02 13:35:05,20
Haunted Mansion,2021-08-02 13:40:05,35
Haunted Mansion,2021-08-02 13:45:05,35
Haunted Mansion,2021-08-02 13:50:05,35
Haunted Mansion,2021-08-02 13:55:04,25
Haunted Mansion,2021-08-02 14:00:04,25
Haunted Mansion,2021-08-02 14:05:05,25
Haunted Mansion,2021-08-02 14:10:03,25
Haunted Mansion,2021-08-02 14:15:05,35
Haunted Mansion,2021-08-02 14:20:05,35
Haunted Mansion,2021-08-02 14:25:05,35
Haunted Mansion,2021-08-02 14:30:05,35
Haunted Mansion,2021-08-02 14:35:04,35
Haunted Mansion,2021-08-02 14:40:04,35
Haunted Mansion,2021-08-02 14:45:04,35
Haunted Mansion,2021-08-02 14:50:04,35
Haunted Mansion,2021-08-02 14:55:04,35
Haunted Mansion,2021-08-02 15:00:04,35
Haunted Mansion,2021-08-02 15:05:05,35
Haunted Mansion,2021-08-02 15:10:03,35
Haunted Mansion,2021-08-02 15:15:06,35
Haunted Mansion,2021-08-02 15:20:05,35
Haunted Mansion,2021-08-02 15:25:05,35
Haunted Mansion,2021-08-02 15:30:03,35
Haunted Mansion,2021-08-02 15:35:04,35
Haunted Mansion,2021-08-02 15:40:04,35
Haunted Mansion,2021-08-02 15:45:04,35
Haunted Mansion,2021-08-02 16:05:04,35
Haunted Mansion,2021-08-02 16:10:04,25
Haunted Mansion,2021-08-02 16:15:03,25
Haunted Mansion,2021-08-02 16:20:04,25
Haunted Mansion,2021-08-02 16:25:03,25
Haunted Mansion,2021-08-02 16:30:03,25
Haunted Mansion,2021-08-02 16:35:05,25
Haunted Mansion,2021-08-02 16:40:04,25
Haunted Mansion,2021-08-02 16:45:03,25
Haunted Mansion,2021-08-02 16:50:06,25
Haunted Mansion,2021-08-02 16:55:04,25
Haunted Mansion,2021-08-02 17:00:04,25
Haunted Mansion,2021-08-02 17:05:04,25
Haunted Mansion,2021-08-02 17:10:05,25
Haunted Mansion,2021-08-02 17:15:04,25
Haunted Mansion,2021-08-02 17:20:03,25
Haunted Mansion,2021-08-02 17:25:04,25
Haunted Mansion,2021-08-02 17:30:06,25
Haunted Mansion,2021-08-02 17:35:03,25
Haunted Mansion,2021-08-02 17:40:05,25
Haunted Mansion,2021-08-02 17:45:04,25
Haunted Mansion,2021-08-02 17:50:04,25
Haunted Mansion,2021-08-02 17:55:06,25
Haunted Mansion,2021-08-02 18:00:04,25
Haunted Mansion,2021-08-02 18:05:06,25
Haunted Mansion,2021-08-02 18:10:03,25
Haunted Mansion,2021-08-02 18:15:04,25
Haunted Mansion,2021-08-02 18:20:05,25
Haunted Mansion,2021-08-02 18:25:05,25
Haunted Mansion,2021-08-02 18:30:04,25
Haunted Mansion,2021-08-02 18:35:04,25
Haunted Mansion,2021-08-02 18:40:04,25
Haunted Mansion,2021-08-02 18:45:04,25
Haunted Mansion,2021-08-02 18:50:04,25
Haunted Mansion,2021-08-02 18:55:04,25
Haunted Mansion,2021-08-02 19:00:04,25
Haunted Mansion,2021-08-02 19:05:05,25
Haunted Mansion,2021-08-02 19:10:04,25
Haunted Mansion,2021-08-02 19:15:03,25
Haunted Mansion,2021-08-02 19:20:04,25
Haunted Mansion,2021-08-02 19:25:04,25
Haunted Mansion,2021-08-02 19:30:05,25
Haunted Mansion,2021-08-02 19:35:04,25
Haunted Mansion,2021-08-02 19:40:04,25
Haunted Mansion,2021-08-02 19:45:04,25
Haunted Mansion,2021-08-02 19:50:06,25
Haunted Mansion,2021-08-02 19:55:04,25
Haunted Mansion,2021-08-02 20:00:06,25
Haunted Mansion,2021-08-02 20:05:05,25
Haunted Mansion,2021-08-02 20:10:04,25
Haunted Mansion,2021-08-02 20:15:04,25
Haunted Mansion,2021-08-02 20:20:05,25
Haunted Mansion,2021-08-02 20:25:04,25
Haunted Mansion,2021-08-02 20:30:04,25
Haunted Mansion,2021-08-02 20:35:05,25
Haunted Mansion,2021-08-02 20:40:04,25
Haunted Mansion,2021-08-02 20:45:03,13
Haunted Mansion,2021-08-02 20:50:03,13
Haunted Mansion,2021-08-02 20:55:04,13
Haunted Mansion,2021-08-02 21:00:11,13
Haunted Mansion,2021-08-02 21:05:05,13
Haunted Mansion,2021-08-02 21:10:05,13
Haunted Mansion,2021-08-02 21:15:03,13
Haunted Mansion,2021-08-02 21:20:05,13
Haunted Mansion,2021-08-02 21:25:05,13
Haunted Mansion,2021-08-02 21:30:04,13
Haunted Mansion,2021-08-02 21:35:05,13
Haunted Mansion,2021-08-02 21:40:03,13
Haunted Mansion,2021-08-02 21:45:05,13
Haunted Mansion,2021-08-02 21:50:05,13
Haunted Mansion,2021-08-02 21:55:04,13
Haunted Mansion,2021-08-02 22:00:05,13
Haunted Mansion,2021-08-03 08:05:05,5
Haunted Mansion,2021-08-03 08:10:04,13
Haunted Mansion,2021-08-03 08:15:04,13
Haunted Mansion,2021-08-03 08:20:04,13
Haunted Mansion,2021-08-03 08:25:06,13
Haunted Mansion,2021-08-03 08:30:04,13
Haunted Mansion,2021-08-03 08:35:04,13
Haunted Mansion,2021-08-03 08:40:04,13
Haunted Mansion,2021-08-03 08:45:03,13
Haunted Mansion,2021-08-03 08:50:05,13
Haunted Mansion,2021-08-03 08:55:04,13
Haunted Mansion,2021-08-03 09:00:05,13
Haunted Mansion,2021-08-03 09:05:06,13
Haunted Mansion,2021-08-03 09:10:04,13
Haunted Mansion,2021-08-03 09:15:06,13
Haunted Mansion,2021-08-03 09:20:04,13
Haunted Mansion,2021-08-03 09:25:04,13
Haunted Mansion,2021-08-03 09:30:05,13
Haunted Mansion,2021-08-03 09:35:04,15
Haunted Mansion,2021-08-03 09:40:05,15
Haunted Mansion,2021-08-03 09:45:04,15
Haunted Mansion,2021-08-03 09:50:05,25
Haunted Mansion,2021-08-03 09:55:05,25
Haunted Mansion,2021-08-03 10:00:03,25
Haunted Mansion,2021-08-03 10:05:05,25
Haunted Mansion,2021-08-03 10:10:05,25
Haunted Mansion,2021-08-03 10:15:04,25
Haunted Mansion,2021-08-03 10:20:06,35
Haunted Mansion,2021-08-03 10:25:05,35
Haunted Mansion,2021-08-03 10:30:05,35
Haunted Mansion,2021-08-03 10:35:05,35
Haunted Mansion,2021-08-03 10:40:04,35
Haunted Mansion,2021-08-03 10:45:05,35
Haunted Mansion,2021-08-03 10:50:05,40
Haunted Mansion,2021-08-03 10:55:04,40
Haunted Mansion,2021-08-03 11:00:05,40
Haunted Mansion,2021-08-03 11:05:05,40
Haunted Mansion,2021-08-03 11:10:04,40
Haunted Mansion,2021-08-03 11:15:03,40
Haunted Mansion,2021-08-03 11:20:07,40
Haunted Mansion,2021-08-03 11:25:04,40
Haunted Mansion,2021-08-03 11:30:03,40
Haunted Mansion,2021-08-03 11:35:04,30
Haunted Mansion,2021-08-03 11:40:05,30
Haunted Mansion,2021-08-03 11:45:04,30
Haunted Mansion,2021-08-03 11:50:05,30
Haunted Mansion,2021-08-03 11:55:04,30
Haunted Mansion,2021-08-03 12:00:05,30
Haunted Mansion,2021-08-03 12:05:05,30
Haunted Mansion,2021-08-03 12:10:04,30
Haunted Mansion,2021-08-03 12:15:05,30
Haunted Mansion,2021-08-03 12:20:05,30
Haunted Mansion,2021-08-03 12:25:05,45
Haunted Mansion,2021-08-03 12:30:05,45
Haunted Mansion,2021-08-03 12:35:04,45
Haunted Mansion,2021-08-03 12:40:04,45
Haunted Mansion,2021-08-03 12:45:05,35
Haunted Mansion,2021-08-03 12:50:06,35
Haunted Mansion,2021-08-03 12:55:04,35
Haunted Mansion,2021-08-03 13:00:04,35
Haunted Mansion,2021-08-03 13:05:06,35
Haunted Mansion,2021-08-03 13:10:05,40
Haunted Mansion,2021-08-03 13:15:03,50
Haunted Mansion,2021-08-03 13:20:06,50
Haunted Mansion,2021-08-03 13:25:06,50
Haunted Mansion,2021-08-03 13:30:05,50
Haunted Mansion,2021-08-03 13:35:05,35
Haunted Mansion,2021-08-03 13:40:05,35
Haunted Mansion,2021-08-03 13:45:05,35
Haunted Mansion,2021-08-03 13:50:04,35
Haunted Mansion,2021-08-03 13:55:04,35
Haunted Mansion,2021-08-03 14:00:04,35
Haunted Mansion,2021-08-03 14:05:06,35
Haunted Mansion,2021-08-03 14:10:04,35
Haunted Mansion,2021-08-03 14:15:04,35
Haunted Mansion,2021-08-03 14:20:05,35
Haunted Mansion,2021-08-03 14:25:05,35
Haunted Mansion,2021-08-03 14:30:04,35
Haunted Mansion,2021-08-03 14:35:04,35
Haunted Mansion,2021-08-03 14:40:05,35
Haunted Mansion,2021-08-03 14:45:03,35
Haunted Mansion,2021-08-03 14:50:05,35
Haunted Mansion,2021-08-03 14:55:05,35
Haunted Mansion,2021-08-03 15:00:04,35
Haunted Mansion,2021-08-03 15:05:04,40
Haunted Mansion,2021-08-03 15:10:05,40
Haunted Mansion,2021-08-03 15:15:05,40
Haunted Mansion,2021-08-03 15:20:04,40
Haunted Mansion,2021-08-03 15:25:04,40
Haunted Mansion,2021-08-03 15:30:05,40
Haunted Mansion,2021-08-03 15:35:05,40
Haunted Mansion,2021-08-03 15:40:04,20
Haunted Mansion,2021-08-03 15:45:04,20
Haunted Mansion,2021-08-03 15:50:05,20
Haunted Mansion,2021-08-03 15:55:04,20
Haunted Mansion,2021-08-03 16:00:04,25
Haunted Mansion,2021-08-03 16:05:04,25
Haunted Mansion,2021-08-03 16:10:04,25
Haunted Mansion,2021-08-03 16:15:05,25
Haunted Mansion,2021-08-03 16:20:05,35
Haunted Mansion,2021-08-03 16:25:05,35
Haunted Mansion,2021-08-03 16:30:04,35
Haunted Mansion,2021-08-03 16:35:04,35
Haunted Mansion,2021-08-03 16:40:04,35
Haunted Mansion,2021-08-03 16:45:03,35
Haunted Mansion,2021-08-03 16:50:04,25
Haunted Mansion,2021-08-03 16:55:04,25
Haunted Mansion,2021-08-03 17:00:04,25
Haunted Mansion,2021-08-03 17:05:06,25
Haunted Mansion,2021-08-03 17:10:04,25
Haunted Mansion,2021-08-03 17:15:04,25
Haunted Mansion,2021-08-03 17:20:05,25
Haunted Mansion,2021-08-03 17:25:04,25
Haunted Mansion,2021-08-03 17:30:03,25
Haunted Mansion,2021-08-03 17:40:05,25
Haunted Mansion,2021-08-03 17:45:05,25
Haunted Mansion,2021-08-03 17:50:05,25
Haunted Mansion,2021-08-03 17:55:05,35
Haunted Mansion,2021-08-03 18:00:04,35
Haunted Mansion,2021-08-03 18:05:05,35
Haunted Mansion,2021-08-03 18:10:03,35
Haunted Mansion,2021-08-03 18:15:06,35
Haunted Mansion,2021-08-03 18:20:03,35
Haunted Mansion,2021-08-03 18:25:03,35
Haunted Mansion,2021-08-03 18:30:03,20
Haunted Mansion,2021-08-03 18:35:04,20
Haunted Mansion,2021-08-03 18:40:04,20
Haunted Mansion,2021-08-03 18:45:04,20
Haunted Mansion,2021-08-03 18:50:04,20
Haunted Mansion,2021-08-03 18:55:04,20
Haunted Mansion,2021-08-03 19:00:05,20
Haunted Mansion,2021-08-03 19:05:04,20
Haunted Mansion,2021-08-03 19:10:05,20
Haunted Mansion,2021-08-03 19:15:03,20
Haunted Mansion,2021-08-03 19:20:05,20
Haunted Mansion,2021-08-03 19:25:05,20
Haunted Mansion,2021-08-03 19:30:05,20
Haunted Mansion,2021-08-03 19:35:04,20
Haunted Mansion,2021-08-03 19:40:05,13
Haunted Mansion,2021-08-03 19:45:03,13
Haunted Mansion,2021-08-03 19:50:04,13
Haunted Mansion,2021-08-03 19:55:03,13
Haunted Mansion,2021-08-03 20:00:05,13
Haunted Mansion,2021-08-03 20:05:06,13
Haunted Mansion,2021-08-03 20:10:06,13
Haunted Mansion,2021-08-03 20:15:04,13
Haunted Mansion,2021-08-03 20:20:04,13
Haunted Mansion,2021-08-03 20:25:03,13
Haunted Mansion,2021-08-03 20:30:05,13
Haunted Mansion,2021-08-03 20:35:05,13
Haunted Mansion,2021-08-03 20:40:05,13
Haunted Mansion,2021-08-03 20:45:04,13
Haunted Mansion,2021-08-03 20:50:04,13
Haunted Mansion,2021-08-03 20:55:05,13
Haunted Mansion,2021-08-03 21:00:16,13
Haunted Mansion,2021-08-03 21:05:06,13
Haunted Mansion,2021-08-03 21:10:05,13
Haunted Mansion,2021-08-03 21:15:07,13
Haunted Mansion,2021-08-03 21:20:05,13
Haunted Mansion,2021-08-03 21:25:05,13
Haunted Mansion,2021-08-03 21:30:06,13
Haunted Mansion,2021-08-03 21:35:04,13
Haunted Mansion,2021-08-03 21:40:04,13
Haunted Mansion,2021-08-03 21:45:04,13
Haunted Mansion,2021-08-03 21:50:05,13
Haunted Mansion,2021-08-03 21:55:05,13
Haunted Mansion,2021-08-03 22:00:06,13
Haunted Mansion,2021-08-03 22:05:07,13
Haunted Mansion,2021-08-04 08:10:05,13
Haunted Mansion,2021-08-04 08:15:04,13
Haunted Mansion,2021-08-04 08:20:04,13
Haunted Mansion,2021-08-04 08:25:04,13
Haunted Mansion,2021-08-04 08:30:04,13
Haunted Mansion,2021-08-04 08:35:02,13
Haunted Mansion,2021-08-04 08:40:04,13
Haunted Mansion,2021-08-04 08:45:05,13
Haunted Mansion,2021-08-04 08:50:04,13
Haunted Mansion,2021-08-04 08:55:05,13
Haunted Mansion,2021-08-04 09:00:06,13
Haunted Mansion,2021-08-04 09:05:05,13
Haunted Mansion,2021-08-04 09:10:06,13
Haunted Mansion,2021-08-04 09:15:06,13
Haunted Mansion,2021-08-04 09:20:04,13
Haunted Mansion,2021-08-04 09:25:06,13
Haunted Mansion,2021-08-04 09:30:06,13
Haunted Mansion,2021-08-04 09:35:04,13
Haunted Mansion,2021-08-04 09:40:05,25
Haunted Mansion,2021-08-04 09:45:03,25
Haunted Mansion,2021-08-04 09:50:05,30
Haunted Mansion,2021-08-04 09:55:05,40
Haunted Mansion,2021-08-04 10:00:05,35
Haunted Mansion,2021-08-04 10:05:05,35
Haunted Mansion,2021-08-04 10:10:05,35
Haunted Mansion,2021-08-04 10:15:04,35
Haunted Mansion,2021-08-04 10:20:04,35
Haunted Mansion,2021-08-04 10:25:04,35
Haunted Mansion,2021-08-04 10:30:04,35
Haunted Mansion,2021-08-04 10:35:04,35
Haunted Mansion,2021-08-04 10:40:05,30
Haunted Mansion,2021-08-04 10:45:05,35
Haunted Mansion,2021-08-04 10:50:05,30
Haunted Mansion,2021-08-04 10:55:04,40
Haunted Mansion,2021-08-04 11:00:05,40
Haunted Mansion,2021-08-04 11:05:04,40
Haunted Mansion,2021-08-04 11:10:05,40
Haunted Mansion,2021-08-04 11:15:05,40
Haunted Mansion,2021-08-04 11:20:06,25
Haunted Mansion,2021-08-04 11:25:04,25
Haunted Mansion,2021-08-04 11:30:04,25
Haunted Mansion,2021-08-04 11:35:05,25
Haunted Mansion,2021-08-04 11:40:06,25
Haunted Mansion,2021-08-04 12:10:05,20
Haunted Mansion,2021-08-04 12:15:03,20
Haunted Mansion,2021-08-04 12:20:06,20
Haunted Mansion,2021-08-04 12:25:04,35
Haunted Mansion,2021-08-04 12:30:05,45
Haunted Mansion,2021-08-04 12:35:04,45
Haunted Mansion,2021-08-04 12:40:04,45
Haunted Mansion,2021-08-04 12:45:04,35
Haunted Mansion,2021-08-04 12:50:05,35
Haunted Mansion,2021-08-04 12:55:04,35
Haunted Mansion,2021-08-04 13:00:05,35
Haunted Mansion,2021-08-04 13:05:05,35
Haunted Mansion,2021-08-04 13:10:06,35
Haunted Mansion,2021-08-04 13:15:04,35
Haunted Mansion,2021-08-04 13:20:05,35
Haunted Mansion,2021-08-04 13:25:05,35
Haunted Mansion,2021-08-04 13:30:04,35
Haunted Mansion,2021-08-04 13:35:05,35
Haunted Mansion,2021-08-04 13:40:05,35
Haunted Mansion,2021-08-04 13:45:05,35
Haunted Mansion,2021-08-04 13:50:07,35
Haunted Mansion,2021-08-04 13:55:04,35
Haunted Mansion,2021-08-04 14:00:05,35
Haunted Mansion,2021-08-04 14:05:05,35
Haunted Mansion,2021-08-04 14:10:05,35
Haunted Mansion,2021-08-04 14:15:04,35
Haunted Mansion,2021-08-04 14:20:04,35
Haunted Mansion,2021-08-04 14:25:05,35
Haunted Mansion,2021-08-04 14:30:04,35
Haunted Mansion,2021-08-04 14:35:04,35
Haunted Mansion,2021-08-04 14:40:04,35
Haunted Mansion,2021-08-04 14:45:04,35
Haunted Mansion,2021-08-04 14:50:05,35
Haunted Mansion,2021-08-04 14:55:05,25
Haunted Mansion,2021-08-04 15:00:05,25
Haunted Mansion,2021-08-04 15:05:05,25
Haunted Mansion,2021-08-04 15:10:04,25
Haunted Mansion,2021-08-04 15:15:05,25
Haunted Mansion,2021-08-04 15:20:05,25
Haunted Mansion,2021-08-04 15:25:05,25
Haunted Mansion,2021-08-04 15:30:04,25
Haunted Mansion,2021-08-04 15:35:06,35
Haunted Mansion,2021-08-04 15:40:04,35
Haunted Mansion,2021-08-04 15:45:04,35
Haunted Mansion,2021-08-04 15:50:05,35
Haunted Mansion,2021-08-04 15:55:05,35
Haunted Mansion,2021-08-04 16:00:04,35
Haunted Mansion,2021-08-04 16:05:07,35
Haunted Mansion,2021-08-04 16:10:04,35
Haunted Mansion,2021-08-04 16:15:04,35
Haunted Mansion,2021-08-04 16:20:05,35
Haunted Mansion,2021-08-04 16:25:05,35
Haunted Mansion,2021-08-04 16:30:05,35
Haunted Mansion,2021-08-04 16:35:04,20
Haunted Mansion,2021-08-04 16:40:05,20
Haunted Mansion,2021-08-04 16:45:03,20
Haunted Mansion,2021-08-04 16:50:04,20
Haunted Mansion,2021-08-04 16:55:04,20
Haunted Mansion,2021-08-04 17:00:05,20
Haunted Mansion,2021-08-04 17:05:05,20
Haunted Mansion,2021-08-04 17:10:05,20
Haunted Mansion,2021-08-04 17:15:05,20
Haunted Mansion,2021-08-04 17:20:05,20
Haunted Mansion,2021-08-04 17:25:04,20
Haunted Mansion,2021-08-04 17:30:05,20
Haunted Mansion,2021-08-04 17:35:04,20
